Year,State Name,Indicator,Total Deaths,Status
2017,Connecticut,Methadone (T40.3),95.0,Final
2017,Connecticut,Natural & semi-synthetic opioids (T40.2),186.0,Final
2017,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",271.0,Final
2017,Connecticut,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",848.0,Final
2017,Connecticut,Number of Deaths,31542.0,Final
2017,Connecticut,Number of Drug Overdose Deaths,1080.0,Final
2017,Connecticut,"Opioids (T40.0-T40.4,T40.6)",967.0,Final
2017,Connecticut,Percent with drugs specified,99.81481481,Final
2017,Connecticut,Psychostimulants with abuse potential (T43.6),39.0,Final
2017,Connecticut,"Synthetic opioids, excl. methadone (T40.4)",696.0,Final
2018,Connecticut,Cocaine (T40.5),307.0,Final
2018,Connecticut,Heroin (T40.1),342.0,Final
2018,Connecticut,Methadone (T40.3),78.0,Final
2018,Connecticut,Natural & semi-synthetic opioids (T40.2),158.0,Final
2018,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",230.0,Final
2018,Connecticut,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",891.0,Final
2018,Connecticut,Number of Deaths,31449.0,Final
2018,Connecticut,Number of Drug Overdose Deaths,1070.0,Final
2018,Connecticut,"Opioids (T40.0-T40.4,T40.6)",957.0,Final
2018,Connecticut,Percent with drugs specified,99.90654206,Final
2018,Connecticut,Psychostimulants with abuse potential (T43.6),66.0,Final
2018,Connecticut,"Synthetic opioids, excl. methadone (T40.4)",779.0,Final
2019,Connecticut,Cocaine (T40.5),375.0,Final
2019,Connecticut,Heroin (T40.1),346.0,Final
2019,Connecticut,Methadone (T40.3),85.0,Final
2019,Connecticut,Natural & semi-synthetic opioids (T40.2),209.0,Final
2019,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",285.0,Final
2019,Connecticut,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1077.0,Final
2019,Connecticut,Number of Deaths,31929.0,Final
2019,Connecticut,Number of Drug Overdose Deaths,1231.0,Final
2019,Connecticut,"Opioids (T40.0-T40.4,T40.6)",1119.0,Final
2019,Connecticut,Percent with drugs specified,99.51259139,Final
2019,Connecticut,Psychostimulants with abuse potential (T43.6),69.0,Final
2019,Connecticut,"Synthetic opioids, excl. methadone (T40.4)",974.0,Final
2020,Connecticut,Cocaine (T40.5),420.0,Final
2020,Connecticut,Heroin (T40.1),203.0,Final
2020,Connecticut,Methadone (T40.3),112.0,Final
2020,Connecticut,Natural & semi-synthetic opioids (T40.2),217.0,Final
2020,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",311.0,Final
2020,Connecticut,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1244.0,Final
2020,Connecticut,Number of Deaths,38107.0,Final
2020,Connecticut,Number of Drug Overdose Deaths,1385.0,Final
2020,Connecticut,"Opioids (T40.0-T40.4,T40.6)",1258.0,Final
2020,Connecticut,Percent with drugs specified,99.71119134,Final
2020,Connecticut,Psychostimulants with abuse potential (T43.6),91.0,Final
2020,Connecticut,"Synthetic opioids, excl. methadone (T40.4)",1150.0,Final
2021,Connecticut,Cocaine (T40.5),549.0,Final
2021,Connecticut,Heroin (T40.1),114.0,Final
2021,Connecticut,Methadone (T40.3),124.0,Final
2021,Connecticut,Natural & semi-synthetic opioids (T40.2),189.0,Final
2021,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",304.0,Final
2021,Connecticut,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1402.0,Final
2021,Connecticut,Number of Deaths,34756.0,Final
2021,Connecticut,Number of Drug Overdose Deaths,1562.0,Final
2021,Connecticut,"Opioids (T40.0-T40.4,T40.6)",1411.0,Final
2021,Connecticut,Percent with drugs specified,99.67989757,Final
2021,Connecticut,Psychostimulants with abuse potential (T43.6),92.0,Final
2021,Connecticut,"Synthetic opioids, excl. methadone (T40.4)",1303.0,Final
2022,Connecticut,Cocaine (T40.5),577.0,Final
2022,Connecticut,Heroin (T40.1),96.0,Final
2022,Connecticut,Methadone (T40.3),123.0,Final
2022,Connecticut,Natural & semi-synthetic opioids (T40.2),191.0,Final
2022,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",300.0,Final
2022,Connecticut,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1341.0,Final
2022,Connecticut,Number of Deaths,34978.0,Final
2022,Connecticut,Number of Drug Overdose Deaths,1476.0,Final
2022,Connecticut,"Opioids (T40.0-T40.4,T40.6)",1345.0,Final
2022,Connecticut,Percent with drugs specified,100.0,Final
2022,Connecticut,Psychostimulants with abuse potential (T43.6),77.0,Final
2022,Connecticut,"Synthetic opioids, excl. methadone (T40.4)",1253.0,Final
2023,Connecticut,Cocaine (T40.5),639.0,Final
2023,Connecticut,Heroin (T40.1),86.0,Final
2023,Connecticut,Methadone (T40.3),133.0,Final
2023,Connecticut,Natural & semi-synthetic opioids (T40.2),151.0,Final
2023,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",268.0,Final
2023,Connecticut,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1199.0,Final
2023,Connecticut,Number of Deaths,32901.0,Final
2023,Connecticut,Number of Drug Overdose Deaths,1330.0,Final
2023,Connecticut,"Opioids (T40.0-T40.4,T40.6)",1202.0,Final
2023,Connecticut,Percent with drugs specified,99.84962406,Final
2023,Connecticut,Psychostimulants with abuse potential (T43.6),81.0,Final
2023,Connecticut,"Synthetic opioids, excl. methadone (T40.4)",1121.0,Final
2024,Connecticut,Cocaine (T40.5),509.0,Final
2024,Connecticut,Heroin (T40.1),50.0,Final
2024,Connecticut,Methadone (T40.3),112.0,Final
2024,Connecticut,Natural & semi-synthetic opioids (T40.2),119.0,Final
2024,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",221.0,Final
2024,Connecticut,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",855.0,Final
2024,Connecticut,Number of Deaths,32821.0,Final
2024,Connecticut,Number of Drug Overdose Deaths,998.0,Final
2024,Connecticut,"Opioids (T40.0-T40.4,T40.6)",858.0,Final
2024,Connecticut,Percent with drugs specified,99.8997996,Final
2024,Connecticut,Psychostimulants with abuse potential (T43.6),66.0,Final
2024,Connecticut,"Synthetic opioids, excl. methadone (T40.4)",766.0,Final
2025,Connecticut,Cocaine (T40.5),458.0,Provisional
2025,Connecticut,Heroin (T40.1),47.0,Provisional
2025,Connecticut,Methadone (T40.3),114.0,Provisional
2025,Connecticut,Natural & semi-synthetic opioids (T40.2),115.0,Provisional
2025,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",213.0,Provisional
2025,Connecticut,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",765.0,Provisional
2025,Connecticut,Number of Deaths,32986.0,Provisional
2025,Connecticut,Number of Drug Overdose Deaths,917.0,Provisional
2025,Connecticut,"Opioids (T40.0-T40.4,T40.6)",769.0,Provisional
2025,Connecticut,Percent with drugs specified,99.89094875,Provisional
2025,Connecticut,Psychostimulants with abuse potential (T43.6),58.0,Provisional
2025,Connecticut,"Synthetic opioids, excl. methadone (T40.4)",672.0,Provisional
2015,Delaware,Cocaine (T40.5),,Final
2015,Delaware,Heroin (T40.1),,Final
2015,Delaware,Methadone (T40.3),,Final
2015,Delaware,Natural & semi-synthetic opioids (T40.2),,Final
2015,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2015,Delaware,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2015,Delaware,Number of Deaths,8591.0,Final
2015,Delaware,Number of Drug Overdose Deaths,195.0,Final
2015,Delaware,"Opioids (T40.0-T40.4,T40.6)",,Final
2015,Delaware,Percent with drugs specified,81.53846154,Final
2015,Delaware,Psychostimulants with abuse potential (T43.6),,Final
2015,Delaware,"Synthetic opioids, excl. methadone (T40.4)",,Final
2016,Delaware,Cocaine (T40.5),,Final
2016,Delaware,Heroin (T40.1),,Final
2016,Delaware,Methadone (T40.3),,Final
2016,Delaware,Natural & semi-synthetic opioids (T40.2),,Final
2016,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2016,Delaware,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2016,Delaware,Number of Deaths,8980.0,Final
2016,Delaware,Number of Drug Overdose Deaths,285.0,Final
2016,Delaware,"Opioids (T40.0-T40.4,T40.6)",,Final
2016,Delaware,Percent with drugs specified,65.96491228,Final
2016,Delaware,Psychostimulants with abuse potential (T43.6),,Final
2016,Delaware,"Synthetic opioids, excl. methadone (T40.4)",,Final
2017,Delaware,Cocaine (T40.5),,Final
2017,Delaware,Heroin (T40.1),,Final
2017,Delaware,Methadone (T40.3),,Final
2017,Delaware,Natural & semi-synthetic opioids (T40.2),,Final
2017,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2017,Delaware,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2017,Delaware,Number of Deaths,9132.0,Final
2017,Delaware,Number of Drug Overdose Deaths,341.0,Final
2017,Delaware,"Opioids (T40.0-T40.4,T40.6)",,Final
2017,Delaware,Percent with drugs specified,85.04398827,Final
2017,Delaware,Psychostimulants with abuse potential (T43.6),,Final
2017,Delaware,"Synthetic opioids, excl. methadone (T40.4)",,Final
2018,Delaware,Cocaine (T40.5),143.0,Final
2018,Delaware,Heroin (T40.1),147.0,Final
2018,Delaware,Methadone (T40.3),24.0,Final
2018,Delaware,Natural & semi-synthetic opioids (T40.2),65.0,Final
2018,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",85.0,Final
2018,Delaware,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",323.0,Final
2018,Delaware,Number of Deaths,9482.0,Final
2018,Delaware,Number of Drug Overdose Deaths,399.0,Final
2018,Delaware,"Opioids (T40.0-T40.4,T40.6)",361.0,Final
2018,Delaware,Percent with drugs specified,97.99498747,Final
2018,Delaware,Psychostimulants with abuse potential (T43.6),13.0,Final
2018,Delaware,"Synthetic opioids, excl. methadone (T40.4)",300.0,Final
2019,Delaware,Cocaine (T40.5),160.0,Final
2019,Delaware,Heroin (T40.1),109.0,Final
2019,Delaware,Methadone (T40.3),26.0,Final
2019,Delaware,Natural & semi-synthetic opioids (T40.2),50.0,Final
2019,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",73.0,Final
2019,Delaware,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",368.0,Final
2019,Delaware,Number of Deaths,9262.0,Final
2019,Delaware,Number of Drug Overdose Deaths,423.0,Final
2019,Delaware,"Opioids (T40.0-T40.4,T40.6)",382.0,Final
2019,Delaware,Percent with drugs specified,98.10874704,Final
2019,Delaware,Psychostimulants with abuse potential (T43.6),22.0,Final
2019,Delaware,"Synthetic opioids, excl. methadone (T40.4)",336.0,Final
2020,Delaware,Cocaine (T40.5),147.0,Final
2020,Delaware,Heroin (T40.1),92.0,Final
2020,Delaware,Methadone (T40.3),37.0,Final
2020,Delaware,Natural & semi-synthetic opioids (T40.2),50.0,Final
2020,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",82.0,Final
2020,Delaware,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",404.0,Final
2020,Delaware,Number of Deaths,10990.0,Final
2020,Delaware,Number of Drug Overdose Deaths,449.0,Final
2020,Delaware,"Opioids (T40.0-T40.4,T40.6)",411.0,Final
2020,Delaware,Percent with drugs specified,99.77728285,Final
2020,Delaware,Psychostimulants with abuse potential (T43.6),50.0,Final
2020,Delaware,"Synthetic opioids, excl. methadone (T40.4)",367.0,Final
2021,Delaware,Cocaine (T40.5),197.0,Final
2021,Delaware,Heroin (T40.1),67.0,Final
2021,Delaware,Methadone (T40.3),37.0,Final
2021,Delaware,Natural & semi-synthetic opioids (T40.2),47.0,Final
2021,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",82.0,Final
2021,Delaware,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",440.0,Final
2021,Delaware,Number of Deaths,11317.0,Final
2021,Delaware,Number of Drug Overdose Deaths,502.0,Final
2021,Delaware,"Opioids (T40.0-T40.4,T40.6)",447.0,Final
2021,Delaware,Percent with drugs specified,98.00796813,Final
2021,Delaware,Psychostimulants with abuse potential (T43.6),52.0,Final
2021,Delaware,"Synthetic opioids, excl. methadone (T40.4)",409.0,Final
2022,Delaware,Cocaine (T40.5),215.0,Final
2022,Delaware,Heroin (T40.1),56.0,Final
2022,Delaware,Methadone (T40.3),32.0,Final
2022,Delaware,Natural & semi-synthetic opioids (T40.2),34.0,Final
2022,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",63.0,Final
2022,Delaware,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",476.0,Final
2022,Delaware,Number of Deaths,11381.0,Final
2022,Delaware,Number of Drug Overdose Deaths,544.0,Final
2022,Delaware,"Opioids (T40.0-T40.4,T40.6)",485.0,Final
2022,Delaware,Percent with drugs specified,98.52941176,Final
2022,Delaware,Psychostimulants with abuse potential (T43.6),64.0,Final
2022,Delaware,"Synthetic opioids, excl. methadone (T40.4)",450.0,Final
2023,Delaware,Cocaine (T40.5),272.0,Final
2023,Delaware,Heroin (T40.1),27.0,Final
2023,Delaware,Methadone (T40.3),38.0,Final
2023,Delaware,Natural & semi-synthetic opioids (T40.2),29.0,Final
2023,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",63.0,Final
2023,Delaware,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",463.0,Final
2023,Delaware,Number of Deaths,10716.0,Final
2023,Delaware,Number of Drug Overdose Deaths,527.0,Final
2023,Delaware,"Opioids (T40.0-T40.4,T40.6)",466.0,Final
2023,Delaware,Percent with drugs specified,98.86148008,Final
2023,Delaware,Psychostimulants with abuse potential (T43.6),57.0,Final
2023,Delaware,"Synthetic opioids, excl. methadone (T40.4)",442.0,Final
2024,Delaware,Cocaine (T40.5),162.0,Final
2024,Delaware,Heroin (T40.1),21.0,Final
2024,Delaware,Methadone (T40.3),35.0,Final
2024,Delaware,Natural & semi-synthetic opioids (T40.2),29.0,Final
2024,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",62.0,Final
2024,Delaware,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",298.0,Final
2024,Delaware,Number of Deaths,10733.0,Final
2024,Delaware,Number of Drug Overdose Deaths,351.0,Final
2024,Delaware,"Opioids (T40.0-T40.4,T40.6)",299.0,Final
2024,Delaware,Percent with drugs specified,98.29059829,Final
2024,Delaware,Psychostimulants with abuse potential (T43.6),47.0,Final
2024,Delaware,"Synthetic opioids, excl. methadone (T40.4)",269.0,Final
2025,Delaware,Cocaine (T40.5),147.0,Provisional
2025,Delaware,Heroin (T40.1),19.0,Provisional
2025,Delaware,Methadone (T40.3),35.0,Provisional
2025,Delaware,Natural & semi-synthetic opioids (T40.2),35.0,Provisional
2025,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",67.0,Provisional
2025,Delaware,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",286.0,Provisional
2025,Delaware,Number of Deaths,10957.0,Provisional
2025,Delaware,Number of Drug Overdose Deaths,356.0,Provisional
2025,Delaware,"Opioids (T40.0-T40.4,T40.6)",287.0,Provisional
2025,Delaware,Percent with drugs specified,98.03370787,Provisional
2025,Delaware,Psychostimulants with abuse potential (T43.6),42.0,Provisional
2025,Delaware,"Synthetic opioids, excl. methadone (T40.4)",258.0,Provisional
2015,District of Columbia,Cocaine (T40.5),37.0,Final
2015,District of Columbia,Heroin (T40.1),83.0,Final
2015,District of Columbia,Methadone (T40.3),,Final
2015,District of Columbia,Natural & semi-synthetic opioids (T40.2),21.0,Final
2015,District of Columbia,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",27.0,Final
2015,District of Columbia,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",51.0,Final
2015,District of Columbia,Number of Deaths,5706.0,Final
2015,District of Columbia,Number of Drug Overdose Deaths,144.0,Final
2015,District of Columbia,"Opioids (T40.0-T40.4,T40.6)",112.0,Final
2015,District of Columbia,Percent with drugs specified,100.0,Final
2015,District of Columbia,Psychostimulants with abuse potential (T43.6),,Final
2015,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",28.0,Final
2016,District of Columbia,Cocaine (T40.5),99.0,Final
2016,District of Columbia,Heroin (T40.1),146.0,Final
2016,District of Columbia,Methadone (T40.3),21.0,Final
2016,District of Columbia,Natural & semi-synthetic opioids (T40.2),42.0,Final
2016,District of Columbia,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",57.0,Final
2016,District of Columbia,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",178.0,Final
2016,District of Columbia,Number of Deaths,6055.0,Final
2016,District of Columbia,Number of Drug Overdose Deaths,300.0,Final
2016,District of Columbia,"Opioids (T40.0-T40.4,T40.6)",230.0,Final
2016,District of Columbia,Percent with drugs specified,99.33333333,Final
2016,District of Columbia,Psychostimulants with abuse potential (T43.6),,Final
2016,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",147.0,Final
2017,District of Columbia,Cocaine (T40.5),139.0,Final
2017,District of Columbia,Heroin (T40.1),144.0,Final
2017,District of Columbia,Methadone (T40.3),27.0,Final
2017,District of Columbia,Natural & semi-synthetic opioids (T40.2),37.0,Final
2017,District of Columbia,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",58.0,Final
2017,District of Columbia,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",236.0,Final
2017,District of Columbia,Number of Deaths,6238.0,Final
2017,District of Columbia,Number of Drug Overdose Deaths,348.0,Final
2017,District of Columbia,"Opioids (T40.0-T40.4,T40.6)",271.0,Final
2017,District of Columbia,Percent with drugs specified,97.98850575,Final
2017,District of Columbia,Psychostimulants with abuse potential (T43.6),14.0,Final
2017,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",203.0,Final
2018,District of Columbia,Cocaine (T40.5),131.0,Final
2018,District of Columbia,Heroin (T40.1),93.0,Final
2018,District of Columbia,Methadone (T40.3),11.0,Final
2018,District of Columbia,Natural & semi-synthetic opioids (T40.2),28.0,Final
2018,District of Columbia,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",38.0,Final
2018,District of Columbia,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",197.0,Final
2018,District of Columbia,Number of Deaths,6180.0,Final
2018,District of Columbia,Number of Drug Overdose Deaths,295.0,Final
2018,District of Columbia,"Opioids (T40.0-T40.4,T40.6)",213.0,Final
2018,District of Columbia,Percent with drugs specified,97.96610169,Final
2018,District of Columbia,Psychostimulants with abuse potential (T43.6),,Final
2018,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",182.0,Final
2019,District of Columbia,Cocaine (T40.5),144.0,Final
2019,District of Columbia,Heroin (T40.1),98.0,Final
2019,District of Columbia,Methadone (T40.3),17.0,Final
2019,District of Columbia,Natural & semi-synthetic opioids (T40.2),24.0,Final
2019,District of Columbia,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",37.0,Final
2019,District of Columbia,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",268.0,Final
2019,District of Columbia,Number of Deaths,6041.0,Final
2019,District of Columbia,Number of Drug Overdose Deaths,367.0,Final
2019,District of Columbia,"Opioids (T40.0-T40.4,T40.6)",281.0,Final
2019,District of Columbia,Percent with drugs specified,99.72752044,Final
2019,District of Columbia,Psychostimulants with abuse potential (T43.6),12.0,Final
2019,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",255.0,Final
2020,District of Columbia,Cocaine (T40.5),178.0,Final
2020,District of Columbia,Heroin (T40.1),106.0,Final
2020,District of Columbia,Methadone (T40.3),31.0,Final
2020,District of Columbia,Natural & semi-synthetic opioids (T40.2),38.0,Final
2020,District of Columbia,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",66.0,Final
2020,District of Columbia,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",401.0,Final
2020,District of Columbia,Number of Deaths,7458.0,Final
2020,District of Columbia,Number of Drug Overdose Deaths,511.0,Final
2020,District of Columbia,"Opioids (T40.0-T40.4,T40.6)",409.0,Final
2020,District of Columbia,Percent with drugs specified,99.41291585,Final
2020,District of Columbia,Psychostimulants with abuse potential (T43.6),12.0,Final
2020,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",384.0,Final
2021,District of Columbia,Cocaine (T40.5),276.0,Final
2021,District of Columbia,Heroin (T40.1),66.0,Final
2021,District of Columbia,Methadone (T40.3),24.0,Final
2021,District of Columbia,Natural & semi-synthetic opioids (T40.2),32.0,Final
2021,District of Columbia,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",52.0,Final
2021,District of Columbia,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",413.0,Final
2021,District of Columbia,Number of Deaths,7154.0,Final
2021,District of Columbia,Number of Drug Overdose Deaths,541.0,Final
2021,District of Columbia,"Opioids (T40.0-T40.4,T40.6)",418.0,Final
2021,District of Columbia,Percent with drugs specified,99.63031423,Final
2021,District of Columbia,Psychostimulants with abuse potential (T43.6),15.0,Final
2021,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",397.0,Final
2022,District of Columbia,Cocaine (T40.5),302.0,Final
2022,District of Columbia,Heroin (T40.1),49.0,Final
2022,District of Columbia,Methadone (T40.3),22.0,Final
2022,District of Columbia,Natural & semi-synthetic opioids (T40.2),41.0,Final
2022,District of Columbia,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",60.0,Final
2022,District of Columbia,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",444.0,Final
2022,District of Columbia,Number of Deaths,6802.0,Final
2022,District of Columbia,Number of Drug Overdose Deaths,575.0,Final
2022,District of Columbia,"Opioids (T40.0-T40.4,T40.6)",452.0,Final
2022,District of Columbia,Percent with drugs specified,99.13043478,Final
2022,District of Columbia,Psychostimulants with abuse potential (T43.6),18.0,Final
2022,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",433.0,Final
2023,District of Columbia,Cocaine (T40.5),351.0,Final
2023,District of Columbia,Heroin (T40.1),56.0,Final
2023,District of Columbia,Methadone (T40.3),20.0,Final
2023,District of Columbia,Natural & semi-synthetic opioids (T40.2),35.0,Final
2023,District of Columbia,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",53.0,Final
2023,District of Columbia,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",501.0,Final
2023,District of Columbia,Number of Deaths,6563.0,Final
2023,District of Columbia,Number of Drug Overdose Deaths,635.0,Final
2023,District of Columbia,"Opioids (T40.0-T40.4,T40.6)",507.0,Final
2023,District of Columbia,Percent with drugs specified,99.21259843,Final
2023,District of Columbia,Psychostimulants with abuse potential (T43.6),39.0,Final
2023,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",493.0,Final
2024,District of Columbia,Cocaine (T40.5),234.0,Final
2024,District of Columbia,Heroin (T40.1),26.0,Final
2024,District of Columbia,Methadone (T40.3),17.0,Final
2024,District of Columbia,Natural & semi-synthetic opioids (T40.2),25.0,Final
2024,District of Columbia,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",39.0,Final
2024,District of Columbia,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",324.0,Final
2024,District of Columbia,Number of Deaths,6168.0,Final
2024,District of Columbia,Number of Drug Overdose Deaths,408.0,Final
2024,District of Columbia,"Opioids (T40.0-T40.4,T40.6)",328.0,Final
2024,District of Columbia,Percent with drugs specified,100.0,Final
2024,District of Columbia,Psychostimulants with abuse potential (T43.6),46.0,Final
2024,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",315.0,Final
2025,District of Columbia,Cocaine (T40.5),196.0,Provisional
2025,District of Columbia,Heroin (T40.1),23.0,Provisional
2025,District of Columbia,Methadone (T40.3),18.0,Provisional
2025,District of Columbia,Natural & semi-synthetic opioids (T40.2),16.0,Provisional
2025,District of Columbia,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",31.0,Provisional
2025,District of Columbia,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",275.0,Provisional
2025,District of Columbia,Number of Deaths,6298.0,Provisional
2025,District of Columbia,Number of Drug Overdose Deaths,360.0,Provisional
2025,District of Columbia,"Opioids (T40.0-T40.4,T40.6)",277.0,Provisional
2025,District of Columbia,Percent with drugs specified,100.0,Provisional
2025,District of Columbia,Psychostimulants with abuse potential (T43.6),38.0,Provisional
2025,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",269.0,Provisional
2015,Florida,Cocaine (T40.5),,Final
2015,Florida,Heroin (T40.1),,Final
2015,Florida,Methadone (T40.3),,Final
2015,Florida,Natural & semi-synthetic opioids (T40.2),,Final
2015,Florida,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2015,Florida,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2015,Florida,Number of Deaths,194297.0,Final
2015,Florida,Number of Drug Overdose Deaths,3352.0,Final
2015,Florida,"Opioids (T40.0-T40.4,T40.6)",,Final
2015,Florida,Percent with drugs specified,75.44749403,Final
2015,Florida,Psychostimulants with abuse potential (T43.6),,Final
2015,Florida,"Synthetic opioids, excl. methadone (T40.4)",,Final
2016,Florida,Cocaine (T40.5),,Final
2016,Florida,Heroin (T40.1),,Final
2016,Florida,Methadone (T40.3),,Final
2016,Florida,Natural & semi-synthetic opioids (T40.2),,Final
2016,Florida,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2016,Florida,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2016,Florida,Number of Deaths,199964.0,Final
2016,Florida,Number of Drug Overdose Deaths,4996.0,Final
2016,Florida,"Opioids (T40.0-T40.4,T40.6)",,Final
2016,Florida,Percent with drugs specified,75.20016013,Final
2016,Florida,Psychostimulants with abuse potential (T43.6),,Final
2016,Florida,"Synthetic opioids, excl. methadone (T40.4)",,Final
2017,Florida,Cocaine (T40.5),,Final
2017,Florida,Heroin (T40.1),,Final
2017,Florida,Methadone (T40.3),,Final
2017,Florida,Natural & semi-synthetic opioids (T40.2),,Final
2017,Florida,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2017,Florida,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2017,Florida,Number of Deaths,206171.0,Final
2017,Florida,Number of Drug Overdose Deaths,5440.0,Final
2017,Florida,"Opioids (T40.0-T40.4,T40.6)",,Final
2017,Florida,Percent with drugs specified,81.61764706,Final
2017,Florida,Psychostimulants with abuse potential (T43.6),,Final
2017,Florida,"Synthetic opioids, excl. methadone (T40.4)",,Final
